"BLOCK","ROW","COLUMN","UID","Mx.Number","Genotype","EmergenceDoY78","EmergenceDoY85","EmergenceDoY92","EmergenceDoY99","EmergenceDoY106","EmergenceDoY113","EmergenceDoY120","EmergenceDoY127","EmergenceDoY134","EmergenceDoY141","EmergenceDoY148","EmergenceDoY155","EmergenceDoY162","EmergenceDoY169","EmergenceDoY176","EmergenceDoY183","EmergenceDoY190","EmergenceDoY197","EmergenceDoY204","EmergenceDoY211","EmergenceDoY218","EmergenceDoY225","EmergenceDoY232","EmergenceDoY239","EmergenceDoY246","EmergenceDoY253","EmergenceDoY260","EmergenceDoY267","EmergenceDoY274","EmergenceDoY281","EmergenceDoY288","EmergenceDoY295","DoYFirst3Emergence","CanopyHeightDoY78","CanopyHeightDoY85","CanopyHeightDoY92","CanopyHeightDoY99","CanopyHeightDoY106","CanopyHeightDoY113","CanopyHeightDoY120","CanopyHeightDoY127","CanopyHeightDoY134","CanopyHeightDoY141","CanopyHeightDoY148","CanopyHeightDoY155","CanopyHeightDoY162","CanopyHeightDoY169","CanopyHeightDoY176","CanopyHeightDoY183","CanopyHeightDoY190","CanopyHeightDoY197","CanopyHeightDoY204","CanopyHeightDoY211","CanopyHeightDoY218","CanopyHeightDoY225","CanopyHeightDoY232","CanopyHeightDoY239","CanopyHeightDoY246","CanopyHeightDoY253","CanopyHeightDoY260","CanopyHeightDoY267","CanopyHeightDoY274","CanopyHeightDoY281","CanopyHeightDoY288","CanopyHeightDoY295","maxCanopyHeight","DoYmaxCanopyHeight","FloweringStageDoY78","FloweringStageDoY85","FloweringStageDoY92","FloweringStageDoY99","FloweringStageDoY106","FloweringStageDoY113","FloweringStageDoY120","FloweringStageDoY127","FloweringStageDoY134","FloweringStageDoY141","FloweringStageDoY148","FloweringStageDoY155","FloweringStageDoY162","FloweringStageDoY169","FloweringStageDoY176","FloweringStageDoY183","FloweringStageDoY190","FloweringStageDoY197","FloweringStageDoY204","FloweringStageDoY211","FloweringStageDoY218","FloweringStageDoY225","FloweringStageDoY232","FloweringStageDoY239","FloweringStageDoY246","FloweringStageDoY253","FloweringStageDoY260","FloweringStageDoY267","FloweringStageDoY274","FloweringStageDoY281","FloweringStageDoY288","FloweringStageDoY295","FloweringStageDoYFirstA","FloweringStageDoYFirstF"
2,4,1,"27906"," - Mx 1553#77","77",0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,30,35,55,75,90,105,120,135,150,155,155,160,160,165,160,160,160,155,155,155,155,155,160,160,165,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","f","f","f","f","f","f","",NA,225,246
3,5,9,"28078"," - Mx 1553#77","77",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,25,30,55,70,85,100,115,125,135,140,145,145,150,150,150,155,155,155,150,150,150,150,155,155,155,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","af","f","f","f","f","f","",NA,225,253
1,6,6,"27848"," - Mx 1553#78","78",0,0,0,0,0,1,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,25,25,30,35,35,35,35,40,40,45,45,45,45,40,45,45,45,45,45,45,45,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
2,1,10,"27981"," - Mx 1553#78","78",0,0,0,0,0,1,1,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,25,25,25,30,35,35,40,40,45,45,45,45,40,40,40,40,40,40,45,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
3,2,3,"aBR 15 fS B3-R2 C3"," - Mx 1553#78","78",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
1,1,8,"27861"," - Mx 1553#79","79",0,0,0,0,0,1,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,35,40,50,60,70,80,85,90,95,100,100,110,110,110,110,105,105,105,105,105,105,110,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","a","af","f","f","f","f","f","",NA,225,253
2,4,8,"27968"," - Mx 1553#79","79",0,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,25,40,55,70,80,90,100,110,120,120,130,130,130,130,130,125,120,120,120,120,120,120,120,130,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","a","af","f","f","f","f","f","",NA,225,253
3,1,6,"28049"," - Mx 1553#79","79",0,0,0,0,0,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,45,50,65,75,90,100,110,115,120,125,125,125,125,125,125,125,125,120,120,120,120,125,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","a","a","a","af","f","f","f","f","f","",NA,218,253
1,4,8,"27864"," - Mx 1553#80","80",0,0,0,0,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,20,35,45,55,75,85,95,105,110,115,120,120,120,125,130,130,135,135,130,135,135,135,135,135,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","af","af","f","f","f","f","f","",NA,232,253
2,7,3,"27927"," - Mx 1553#80","80",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,25,35,40,55,70,85,100,105,115,120,120,125,125,130,135,135,135,135,135,135,135,135,135,135,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","af","af","f","f","f","f","f","f","",NA,225,246
3,3,11,"28094"," - Mx 1553#80","80",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,20,35,45,60,75,85,100,110,120,125,125,130,130,135,140,140,140,140,140,140,140,140,135,140,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","f","f","f","f","","","","","af","af","f","f","f","f","f","f","",NA,NA,176
1,7,10,"27884"," - Mx 1553#81","81",0,0,0,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,20,25,25,30,35,40,45,50,60,65,70,75,75,80,85,90,95,100,95,90,95,95,90,90,90,100,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","f","f","f","f","f","f","",NA,225,246
2,8,9,"27979"," - Mx 1553#81","81",0,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,25,35,45,55,70,75,85,95,105,110,115,120,120,130,130,125,125,125,120,125,120,120,120,130,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","a","a","af","f","f","f","f","f","f","",NA,218,246
3,5,7,"28060"," - Mx 1553#81","81",0,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,20,30,40,45,55,65,75,85,90,90,95,100,100,110,110,115,110,110,110,110,110,110,110,115,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","f","f","f","f","f","f","",NA,225,246
1,6,12,"27899"," - Mx 1553#82","82",0,0,0,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,25,30,50,65,80,90,100,115,115,120,125,125,130,130,130,125,135,140,135,130,130,130,130,130,140,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","af","af","af","f","f","f","",NA,NA,267
2,6,7,"27961"," - Mx 1553#82","82",0,0,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,30,45,60,75,95,110,115,115,125,130,135,140,145,145,145,150,150,150,150,145,150,150,150,150,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","a","af","","","f","f","f","",NA,239,267
3,9,12,"28108"," - Mx 1553#82","82",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,25,35,60,75,85,95,110,110,115,120,120,120,120,120,125,125,125,125,130,130,130,130,130,130,130,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","af","af","af","af","f","f","f","f","",NA,NA,260
1,5,11,"27890"," - Mx 1553#84","84",0,0,0,0,1,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,45,55,65,80,90,100,110,115,115,120,125,135,135,140,140,135,130,125,130,125,120,140,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","a","af","f","f","f","f","f","",NA,225,253
2,4,2,"27915"," - Mx 1553#84","84",0,0,0,0,0,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,40,50,65,75,85,95,100,100,105,110,115,120,125,125,120,125,125,120,115,120,120,125,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","a","a","a","af","f","f","f","f","f","",NA,218,253
3,8,8,"28072"," - Mx 1553#84","84",0,0,0,0,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,35,45,55,65,75,95,100,110,110,120,120,125,135,140,140,135,135,135,130,130,125,125,140,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","a","af","f","f","f","f","f","",NA,225,253
2,5,11,"aBR 15 fS B2-R5 C11"," - Mx 1553#85","85",0,0,0,0,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,35,40,50,55,65,65,70,70,75,75,75,75,75,75,75,75,75,75,75,75,75,75,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
1,4,7,"27855"," - Mx 1553#86","86",0,0,0,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,20,20,40,50,55,65,75,90,95,100,100,105,105,105,110,110,110,110,110,110,110,110,110,110,110,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","f","f","f","f","f","f","",NA,225,246
2,2,12,"27998"," - Mx 1553#86","86",0,0,0,0,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,30,45,55,65,80,90,100,110,120,120,125,125,125,130,130,135,135,135,135,135,135,130,125,135,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","af","af","f","f","f","f","f","",NA,232,253
3,4,1,"28009"," - Mx 1553#86","86",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,25,40,45,55,65,70,90,95,105,105,110,115,115,125,125,125,120,120,120,120,120,115,120,125,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","af","f","f","f","f","f","",NA,225,253
1,9,11,"27894"," - Mx 1553#87","87",0,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,20,35,50,60,80,85,100,110,120,125,125,130,135,140,140,145,150,145,145,145,145,145,145,150,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","a","a","a","f","f","f","f","",NA,239,260
2,6,12,"28002"," - Mx 1553#87","87",0,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,20,35,50,60,75,90,100,105,120,125,135,135,140,140,145,150,145,145,145,145,145,145,145,150,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","a","a","af","f","f","f","f","",NA,239,260
3,3,10,"28085"," - Mx 1553#87","87",0,0,0,0,0,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,35,45,60,70,85,95,105,120,120,125,130,135,145,145,150,155,155,150,150,145,145,140,155,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","a","af","f","f","f","f","",NA,232,260
1,5,5,"27839"," - Mx 1553#88","88",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,25,45,55,60,70,85,95,100,105,110,110,110,110,120,125,125,125,125,115,120,115,115,115,125,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","f","f","f","f","f","f","",NA,225,246
2,5,3,"27925"," - Mx 1553#88","88",0,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,25,30,50,65,75,85,100,110,115,125,125,125,125,125,125,130,135,135,130,130,130,130,130,130,135,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","f","f","f","f","f","f","f","af","af","af","af","f","f","f","f","f","",NA,NA,176
3,8,11,"28099"," - Mx 1553#88","88",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,25,30,45,55,65,85,95,105,115,120,120,125,125,125,140,140,135,135,135,135,130,130,130,130,140,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","a","af","af","af","f","f","f","f","f","",NA,218,253
1,3,9,"27872"," - Mx 1553#89","89",0,0,0,0,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,20,35,45,55,75,85,100,105,120,120,125,130,130,140,145,145,145,140,135,140,140,140,140,145,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","a","af","af","f","f","f","f","f","f","",NA,218,246
2,2,2,"27913"," - Mx 1553#89","89",0,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,25,40,55,70,90,105,120,125,135,140,145,150,155,160,160,160,155,150,145,150,150,145,145,160,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","f","f","f","af","af","af","f","f","f","f","f","",NA,NA,211
3,7,12,"28106"," - Mx 1553#89","89",0,0,0,0,0,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,20,25,45,55,70,85,100,115,120,135,135,140,145,150,155,160,160,155,150,155,150,155,155,155,160,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","af","af","af","f","f","f","f","f","f","",NA,218,246
1,4,6,"27846"," - Mx 1553#90","90",0,0,0,0,0,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,30,35,45,50,55,60,60,60,60,65,65,70,75,75,75,75,75,75,70,70,70,75,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
2,3,5,"27941"," - Mx 1553#90","90",0,0,0,0,0,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,35,35,45,50,60,60,65,65,70,75,80,80,85,85,85,85,85,85,85,85,85,85,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
3,4,5,"28043"," - Mx 1553#90","90",0,0,0,0,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,30,35,45,50,50,60,60,65,65,70,70,80,80,80,80,80,85,85,85,85,85,85,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
1,8,12,"27901"," - Mx 1553#91","91",0,0,0,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,20,40,50,55,65,70,80,85,90,90,90,95,95,95,95,95,95,95,95,95,95,95,95,95,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","f","af","f","f","f","f","",NA,NA,246
2,2,1,"27904"," - Mx 1553#91","91",0,0,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,20,20,30,45,55,60,70,75,85,90,95,95,95,100,95,95,100,100,100,100,100,100,100,95,95,100,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","f","f","f","",NA,NA,267
3,1,2,"28015"," - Mx 1553#91","91",0,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,20,30,40,40,45,50,55,60,65,65,75,80,80,80,85,85,85,85,85,85,85,85,85,85,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","a","af","f","f","f","f","",NA,246,260
1,5,10,"27882"," - Mx 1553#92","92",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,25,50,70,80,90,105,115,120,135,135,135,140,145,150,150,150,150,145,140,140,140,140,140,150,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","a","af","f","f","f","f","",NA,232,260
2,3,11,"27992"," - Mx 1553#92","92",0,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,20,35,45,55,65,80,95,100,110,115,120,120,125,130,135,140,145,150,140,140,140,140,140,150,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","a","a","af","f","f","f","f","",NA,239,260
3,5,5,"28044"," - Mx 1553#92","92",0,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,20,20,30,35,45,55,65,70,80,85,95,95,105,105,115,115,115,120,115,115,115,115,115,115,120,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","","a","a","a","af","f","f","f","f","",NA,218,260
1,8,8,"27868"," - Mx 1553#93","93",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,30,50,65,80,100,110,125,135,140,140,140,140,140,140,145,145,150,150,145,145,145,145,145,150,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","f","f","f","f","f","f","f","",NA,225,239
2,4,3,"27924"," - Mx 1553#93","93",0,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,25,30,50,70,85,100,120,130,140,145,145,150,150,155,155,160,160,165,160,160,155,155,150,150,165,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","a","af","f","f","f","f","f","f","f","",NA,218,239
3,2,8,"28066"," - Mx 1553#93","93",0,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,25,25,30,50,65,85,100,110,130,135,145,150,145,155,160,165,165,160,160,160,160,155,155,155,155,165,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","a","af","af","af","f","f","f","f","f","f","",NA,218,246
1,5,7,"27856"," - Mx 1553#94","94",0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,20,25,40,55,65,75,90,105,115,120,125,120,125,130,145,145,150,155,150,145,145,145,145,145,155,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","a","a","af","af","af","f","f","f","f","",NA,225,260
2,1,11,"27990"," - Mx 1553#94","94",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
3,5,2,"28018"," - Mx 1553#94","94",0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,20,20,25,40,55,65,75,85,100,110,120,125,130,135,140,140,140,150,145,140,145,140,145,145,145,150,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","a","a","af","f","f","f","f","f","",NA,232,253
1,6,4,"27831"," - Mx 1553#95","95",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",NA,NA,NA
